SeniorCitizen,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Electronic check,PaymentMethod_Mailed check,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),Contract_Month-to-month,Contract_One year,Contract_Two year,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,TotalCharges,Churn
1,97.95,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,1,0,1,1,0,1,0,1,5936.55,0
0,94.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,1,1,1,0,0,0,1,1,5475.9,0
1,80.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,224.05,1
1,95.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0,0,1,1,1,2326.05,0
0,31.35,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,1,31.35,1
0,72.35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1,0,1,1,0,1,1,4991.5,0
0,89.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,1,0,0,1,0,1,1052.4,1
1,82.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,1,1,1,0,1,1,5831.2,0
0,19.9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,510.8,0
0,53.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,1,283.95,0
0,51.55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1295.4,0
0,19.65,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,19.65,0
1,44.05,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,1,0,1,3011.65,0
0,114.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,8093.15,0
0,94.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0,1,0,0,1,1,1,5610.25,1
1,100.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1,1,1,0,1,0,0,1,1,1,3217.65,0
0,19.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,19.85,1
0,54.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,1,1,0,1,0,0,0,0,1,773.2,0
0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,1,1029.35,0
0,109.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,1,1,669.45,1
0,79.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,1,1,0,1,0,1,1,0,3593.8,0
0,101.35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,1,1,1,1,1553.95,1
1,94.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,1,0,1,0,1,1,0,1,3953.15,0
0,49.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1,0,0,1,1971.15,0
1,60.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,1,1236.15,1
0,53.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,1,0,1,1,1,3196.0,0
0,93.45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,1,1,1,1,4872.2,0
0,87.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,1,0,1,0,1,0,1,0,1,1500.5,0
0,60.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,1,1,60.15,1
0,61.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,1,1,0,0,1,0,0,1,3478.75,0
1,104.05,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0,1,0,1,1,0,7413.55,0
0,99.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,1,1,1,1,1,3532.0,0
0,85.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,256.75,0
0,104.85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,1,1,1,1,0,0,1,1,1,3887.25,0
0,69.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,0,0,1,2490.15,0
0,90.45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,1,0,0,1,0,1,0,1,593.45,1
0,74.45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,1,1,1,0,3510.3,0
0,50.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,765.45,0
1,60.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,1,1,1259.35,0
0,85.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0,1,1,1,0,5538.35,0
0,19.45,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,340.85,0
0,20.75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,844.45,0
0,78.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,1,1,0,0,0,0,0,0,1348.95,0
0,104.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,0,1,0,1,1,1,1,3778.0,0
0,49.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,611.65,0
0,94.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0,1,0,0,1,1,1,4867.95,1
0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1505.05,0
0,25.55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,467.85,0
0,74.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,74.9,1
0,70.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,194.2,0
0,69.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,0,1,1,1,1,571.45,0
0,80.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,80.25,1
0,93.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,1,1,1,1,0,0,0,1,5253.95,0
0,69.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,1,1149.65,1
0,66.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1,1,1,0,0,0,1,0,1,1,740.8,1
0,69.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,521.35,0
0,20.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,1412.65,0
0,86.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,1,1,1532.45,1
0,80.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,1,1,250.05,1
0,20.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,1090.6,0
0,23.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,1,0,0,0,0,0,0,1,1446.8,0
0,90.55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,0,1,0,0,1,0,1,2282.55,1
0,70.45,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1,4300.45,0
0,65.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,1,0,0,0,0,1,0,1111.2,0
0,24.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,190.1,0
0,69.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,0,1,0,1,1,1,0,0,4447.75,0
0,75.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,143.35,1
0,45.85,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,1,45.85,1
0,49.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,810.2,1
0,24.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,1830.05,0
0,90.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,1,1,1,0,0,0,0,2820.65,0
0,100.85,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,1,1,0,0,0,1,1,1,4847.35,0
0,75.35,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,0,1,1,0,1,0,4729.3,0
0,87.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,0,1,0,0,1,0,0,4017.45,0
0,64.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,1,0,1,0,0,1,0,1398.6,0
0,78.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0,1,0,0,2564.3,1
0,24.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,1685.9,0
0,105.85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1,1,0,1,1,0,1,1,1,1,5826.65,0
1,98.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,0,1,1,1,1,0,1,6066.55,0
0,76.95,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,228.4,1
0,19.45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,270.2,0
1,96.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,1,1529.2,1
0,58.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,0,0,1,0,0,1,0,1,168.6,0
0,20.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,536.35,0
0,64.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,1,1,0,0,0,0,1,1,1888.45,0
0,28.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,629.35,0
0,45.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,45.3,1
0,19.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,289.3,1
1,90.45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0,1,1,1,2117.25,0
0,105.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1,1,1,1,1,0,0,1,1,1,4730.9,0
0,83.15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,1,0,1,1,0,0,0,0,2033.05,0
0,90.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,0,1,1,0,0,987.95,1
0,45.05,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,45.05,1
0,103.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,1,0,0,1,1,1,1,0,5744.35,0
0,75.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,75.8,1
0,19.45,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,19.45,0
0,79.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,523.15,1
1,88.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,1,1,1,0,0,4805.3,0
0,30.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,59.05,1
0,85.9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,1,1,0,1,1,1,1,1,6110.75,0
1,34.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1596.6,0
0,20.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1046.2,0
1,95.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,1,1,0,4424.2,1
0,50.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,1,92.75,0
0,80.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,194.55,0
0,51.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0,1,612.1,0
1,89.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,1,0,1,0,0,0,1,1,6127.6,1
0,95.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,1,1,1,1,6671.7,0
1,94.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,1,0,1,0,0,0,1,1,0,5264.3,0
1,80.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,1,303.7,0
0,76.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1,1,0,1,1,1,1,0,1,4818.8,0
0,110.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,1,1,1,1,0,1,1,1,6448.05,1
0,115.55,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,7159.05,0
0,24.65,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,1574.5,0
0,53.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,1,1,1,0,1,2879.2,0
0,19.45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,86.05,0
1,88.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,1,1,1,1,0,0,0,1,4159.45,0
0,101.15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,1,1,0,0,0,1,1,1,6638.35,0
0,56.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,1,0,1,1,0,1,0,0,0,3112.05,0
1,99.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,1,0,1,1,1,1,1,0,1,7168.25,0
0,20.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,0,0,0,0,0,0,0,1,1326.25,0
0,60.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0,1,0,1,1,1,1,0,2234.55,0
0,20.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,495.15,0
1,114.85,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,1,1,1,1,1,1,8317.95,0
0,19.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,679.8,0
0,62.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,1,1,62.8,0
0,105.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,0,1,0,1,1,1,7544.0,0
0,19.85,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,1188.25,0
1,89.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0,1,1,1,676.7,1
0,74.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,1,1,1,1,0,74.1,0
0,107.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1,1,1,0,1,1,1,1,1,1,3242.5,0
0,19.55,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1240.15,0
0,68.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,1,1,1,1,0,0,0,4111.35,0
1,84.45,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,1,1,0,1,1,0,5899.85,0
0,75.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,632.95,1
0,84.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,1,1,1,1,1,0,5193.2,0
0,111.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,7530.8,0
0,44.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,270.95,1
0,80.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,1,1,0,0,1,1,1,1,5460.2,0
1,80.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1614.2,0
0,75.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,402.5,0
0,57.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1,0,0,1,1,1,0,1,1,0,1367.75,0
0,44.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,483.7,1
0,110.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1,1,0,1,1,1,1,1,1,7962.2,0
0,58.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,0,1,1,0,1,0,0,1,3810.8,0
0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,1,0,1,0,1,1,1,1,1,3533.6,0
0,19.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,1396.9,0
1,85.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,1,1,1345.55,1
0,59.55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,0,1,1646.45,0
0,115.55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,1,1,1,1,1,1,0,8127.6,1
0,75.55,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,1,0,1,1,1,1,0,1,1,2680.15,0
1,86.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,1,0,0,0,0,1,0,1,1281.0,1
0,85.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,1553.9,1
0,97.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,1,0,0,0,0,1,1,1,3207.55,1
0,45.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0,0,1,1,0,0,1,1,2049.05,0
0,70.95,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,1,0,0,1,0,1,1,3629.2,0
0,109.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,1,0,1,1,1,1,1,1,5124.55,1
0,89.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1,1,1,0,1,1,1,0,0,1,3474.45,1
0,20.9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,202.3,0
0,19.95,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,147.5,0
0,24.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,86.35,0
0,66.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,1,0,1,0,0,1,1,579.0,0
0,19.45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,1,19.45,1
0,94.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,0,1,1,1,0,0,1,0,3131.55,0
0,65.85,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0,1,1,1,1,0,0,1,3928.3,0
0,19.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,187.75,0
0,24.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,1,0,0,0,0,0,0,1,1710.15,0
0,20.35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,76.35,1
1,69.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,69.25,1
0,51.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,0,1,1,0,1,1,0,1,2151.6,0
0,99.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,1,0,0,1,0,1,1,1,5961.1,1
0,54.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0,0,1221.55,0
0,19.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,1496.45,0
0,56.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,1,0,0,1,0,0,1,1292.2,0
0,25.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,25.15,0
0,23.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,1713.1,0
0,35.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,1,0,0,1,1748.9,0
1,25.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,25.2,1
0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,96.45,1
